candidate_id,company_name,company_domain,company_website,linkedin_url,recency_bucket,stage_bucket,ground_truth_stage,ground_truth_announced_on,ground_truth_amount,ground_truth_currency,ground_truth_total_raised,official_source_url,official_source_kind,official_source_publisher,official_published_at,evidence_confidence,evidence_quote,review_status
transition_7850c22a9f6b383704a32b197cbb83ef,Delfin Midstream,delfinmidstream.com,delfinmidstream.com,https://www.linkedin.com/company/delfin-midstream,31_90_days,later_stage,private_equity,2026-06-03,5000000000,USD,,https://delfinmidstream.com,company_newsroom,Delfin Midstream,2026-06-03,high,"Delfin Midstream announced a $5 billion Final Investment Decision for its first FLNG vessel. Concurrent with the FID, a group of investors led by Global Infrastructure Partners agreed to invest.",research_confirmed_pending_human_validation
transition_78e495c4313c95f67e93adf2c2433291,Universal Diagnostics S.A.,universaldx.com,universaldx.com,https://www.linkedin.com/company/universal-diagnostics-sa,3_24_months,series_b,series_b,2024-08-15,,,,,company_issued_wire,Business Wire,2024-08-15,high,"Universal DX (UDX)... today announced closure of the Series B which funds the clinical trial for its colorectal cancer screening blood test, Signal-C, aimed at achieving FDA premarket approval.",research_confirmed_pending_human_validation
transition_7be2ccf0e80291d18e7f8c6cb7222129,Cogent,cogent.com,cogent.com,https://www.linkedin.com/company/cogentsecurity,3_24_months,series_a,Series A,2026-02-18,42000000,USD,53000000,https://www.prnewswire.com/news-releases/cogent-security-raises-42m-series-a-to-arm-security-teams-with-autonomous-ai-agents-302691566.html,company_issued_wire,PR Newswire,2026-02-18,high,Cogent Security today announced $42 million in Series A funding led by Bain Capital Ventures... The financing brings Cogent's total funding to $53 million.,research_confirmed_pending_human_validation
transition_7c5e3c7abf7cfb966ade9a9038fc3076,AZ NGA,aznga.com,aznga.com,https://www.linkedin.com/company/az-next-generation-advisory-pty-ltd,3_24_months,later_stage,private_equity,2024-09-30,240000000,AUD,,https://aznga.com/news/,company_newsroom,AZ NGA,2024-09-30,high,"Oaktree will invest A$240 million and become the largest shareholder of AZ NGA, while Azimut Group, Management and current shareholders will continue to retain a strategic stake in the Company.",research_confirmed_pending_human_validation
transition_7c93dd6552cbbcc04d2b11b67c1ffa26,Assemblia,assemblia.ai,assemblia.ai,https://www.linkedin.com/company/assemblia-ai,3_24_months,early,seed,2025-05-30,154950,USD,,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0002070904&action=getcompany,regulatory_filing,SEC,2025-05-30,high,COMPANY CONFORMED NAME: Assemblia Inc. CENTRAL INDEX KEY: 0002070904... FILED AS OF DATE: 20250530... SUBMISSION TYPE: D,research_confirmed_pending_human_validation
transition_7ce1c88e4cbe39e573e0e9a26140f610,Nesto Software GmbH,nesto-software.com,nesto-software.com,https://www.linkedin.com/company/nesto-software,3_24_months,later_stage,Growth Equity,2026-04-13,11000000,EUR,,https://expedition.capital/nesto-raises-11m-from-expedition-to-scale-ai-driven-workforce-management-for-restaurant-groups/,investor_announcement,Expedition Growth Capital,2026-04-13,high,Nesto Software GmbH (“Nesto”) has secured €11 million in growth equity funding from Expedition Growth Capital.,research_confirmed_pending_human_validation
transition_7d626c14e085c892bcbfef67dd3f183c,FuVeX,fuvex.com,fuvex.com,https://www.linkedin.com/company/fuvex,3_24_months,series_a,series_a,2025-10-21,1700000,EUR,,https://www.sodena.com,investor_announcement,Sodena,2025-10-21,high,"Sodena, sociedad pública del Gobierno de Navarra, ha liderado la ronda de financiación Serie A cerrada por Fuvex... La operación, que alcanza los 1,7 millones de euros en su primera fase de captación...",research_confirmed_pending_human_validation
transition_7e40ccc366d8482e982b0d08851eac35,Climate First Bank,climatefirstbank.com,climatefirstbank.com,https://www.linkedin.com/company/climate-first-bank,31_90_days,later_stage,private_equity,2026-06-10,67000000,USD,222000000,https://www.morningstar.com/news/accesswire/1174477msn/climate-first-bancorp-closes-new-67-million-strategic-funding-round,company_issued_wire,ACCESSWIRE,2026-06-10,high,"Climate First Bancorp (www.climatefirstbank.com), a financial holding company operating Climate First Bank... today announced they closed a new $67 million strategic funding round.",research_confirmed_pending_human_validation
transition_7f29b291859592a9abc23997f52ec8a8,Rentify 🇦🇪,gorentify.com,gorentify.com,https://www.linkedin.com/company/rentifyllc,8_30_days,early,seed,2026-06-22,2000000,USD,2500000,https://www.zawya.com,company_issued_wire,Zawya,2026-07-01,high,"Dubai, UAE: Rentify, the UAE-born company at the intersection of fintech and proptech... today announced USD 2 million in seed funding from a syndicate of real estate and fintech investors.",research_confirmed_pending_human_validation
transition_805fdd8736109fa32c1338e2425ed9bb,Entelo Bio,entelo.bio,entelo.bio,https://www.linkedin.com/company/entelobiosciences,31_90_days,early,,2026-04-24,4000000,USD,4000000,https://www.prnewswire.co.uk/news-releases/entelo-bio-raises-4m-to-transform-human-physical-resilience-302752632.html,company_issued_wire,PR Newswire,2026-04-24,high,"Entelo Bio, an AIxBio company focused on the biology of movement and ageing, emerges from stealth today with a total of $4 million in funding, led by Ananda Impact Ventures",research_confirmed_pending_human_validation
transition_82412c8765cc4c789195abec1708d023,Novellia,novellia.com,novellia.com,https://www.linkedin.com/company/novellia,31_90_days,series_a,series_a,2026-06-02,18000000,USD,28000000,https://www.prnewswire.com/news-releases/novellia-secures-18m-series-a-to-scale-patient-powered-data-platform-solving-pharmas-50b-problem,company_issued_wire,PR Newswire,2026-06-02T13:00:00Z,high,"Novellia Secures $18M Series A to Scale Patient-Powered Data Platform... Novellia, the only real-world data company built entirely on information patients choose to contribute to medical research, today announced an $18...",research_confirmed_pending_human_validation
transition_84825ba4b542d4c0901d357847443abc,Altilium Clean Technology,altilium.tech,altilium.tech,https://www.linkedin.com/company/altilium-clean-technology,31_90_days,equity_other,equity_crowdfunding,2026-06-22,1000000,USD,,https://altilium.tech,company_newsroom,Altilium Clean Technology,2026-06-22,high,"Altilium, a UK-based clean technology company... announced the successful completion of its latest retail investment round, raising approximately $1 million from more than 750 investors.",research_confirmed_pending_human_validation
transition_861aa923713465f0d21cc54c9fd40f21,BANDITS,banditshq.com,banditshq.com,https://www.linkedin.com/company/banditshq,3_24_months,early,Seed,2025-11-19,400000,EUR,,https://www.miton.cz/,investor_announcement,Miton,2025-11-19,high,Miton investuje €400k do startupu... Do Bandits vstoupil ještě před spuštěním Miton v roli zakládajícího investora. Do startupu vkládá 400 tisíc euro.,research_confirmed_pending_human_validation
transition_867025ab244aefc61a31921c2ba13da3,HMNC Brain Health,hmnc-brainhealth.com,hmnc-brainhealth.com,https://www.linkedin.com/company/hmnc-brain-health,8_30_days,series_b,series_b,2026-06-15,50000000,USD,,https://www.globenewswire.com/,company_issued_wire,GlobeNewswire,2026-06-15,high,"HMNC Brain Health, a clinical-stage neuroscience company, today announced the successful $50 million first closing of its Series B financing to support the advancement of the Company's clinical programs.",research_confirmed_pending_human_validation
transition_86c6251c4995be23461e8d79ae8b4cf0,"DiPonio Contracting, Inc.",diponiocontracting.com,diponiocontracting.com,https://www.linkedin.com/company/diponio-contracting,8_30_days,later_stage,private_equity,2026-06-22,,,,https://evolutionstrategy.com,investor_announcement,Evolution Strategy Partners,2026-06-22,high,"Evolution Strategy Partners... announced the successful recapitalization of its portfolio company, DiPonio Contracting... Evolution welcomed a group of new equity partners to the recapitalization, including Ace & Company, BMO Capital Partners.",research_confirmed_pending_human_validation
transition_881079824faa189254f0daa2d64299ef,Wakeline,wakeline.ai,wakeline.ai,https://www.linkedin.com/company/wakelineai,8_30_days,early,pre_seed,2026-06-23,2100000,EUR,,https://wakeline.ai/news,company_newsroom,Wakeline,2026-06-23,high,"Wakeline sichert sich 2,1 Millionen Euro. Pre-Seed-Finanzierung für den Ausbau von Continuous-Learning-KI: TechVision Fonds und neoteq ventures investieren in Wakeline.",research_confirmed_pending_human_validation
transition_8a1def5ed799f4a72e07304a8b67b6b6,CARKU,car-ku.com,car-ku.com,https://www.linkedin.com/company/carku,3_24_months,series_b,series_b,2025-03-21,,CNY,,https://www.cowincapital.com.cn/,investor_announcement,Cowin Capital,2025-03-24,high,同创伟业独家投资「华思旭」，赋能核心技术破局全球锂电应用市场 ... 近亿元融资 (Cowin Capital exclusively invested nearly 100M RMB in Huasixu/CARKU).,research_confirmed_pending_human_validation
transition_8a27008fa9317d14baf1533ecafc4c08,"Beijing Smart Satellite Technology Co., Ltd.",smartsatellite.com,smartsatellite.com,https://www.linkedin.com/company/beijing-smartsat-technology-co-ltd,31_90_days,series_b,series_b,2026-04-29,,,,,company_newsroom,Zhixing Space Official WeChat (智星空间),2026-04-29,medium,据智星空间官微消息，近日，济南智星空间技术有限公司完成超亿元B+轮融资，本轮由中银国际投资领投，中信建投资本和渝富控股旗下中新基金共同参与。,research_confirmed_pending_human_validation
transition_8af9b3075605321ee5c0d01473c58e89,Fixposition,fixposition.com,fixposition.com,https://www.linkedin.com/company/fixposition,3_24_months,early,,2022-12-21,,,,https://www.fixposition.com,company_newsroom,Fixposition,2022-12-21,medium,"Schlieren, Switzerland – Dec 21, 2022 – Segway-Ninebot, well known for its intelligent short-distance transportation devices and service robots, has joined an illustrious list of investors into Fixposition AG.",research_confirmed_pending_human_validation
transition_8baf360d8a4d69c53d59d8604b0f8af0,Bubble Down Car Wash,bubbledown.com,bubbledown.com,https://www.linkedin.com/company/bubble-down-car-wash,8_30_days,later_stage,private_equity,2026-06-29,200000000,USD,,https://www.businesswire.com/,company_issued_wire,Business Wire,2026-06-29,high,Strat Cap has committed $200 million in growth capital to fund the Company's expansion across Florida and the Southeast.,research_confirmed_pending_human_validation
transition_8bb7a97d4df49f45a6de39fa4ae7fa6e,GAGA,gaga-app.com,gaga-app.com,https://www.linkedin.com/company/gagaapp,3_24_months,early,Pre-Series A,2026-03-25,2500000,USD,4200000,https://www.zawya.com,company_issued_wire,Zawya,2026-03-25,high,"Phoenix Venture Partners Limited (PVP) announced today that it has led the $2.5 million Pre Series A priced equity round in GAGA Inc., the Saudi edtech platform.",research_confirmed_pending_human_validation
transition_8d93caa2ec40f1f35847ad537b0ef91b,PhysicsX,physicsx.ai,physicsx.ai,https://www.linkedin.com/company/physicsx,31_90_days,later_stage,series_c,2026-06-08,300000000,USD,,https://physicsx.ai,company_newsroom,PhysicsX,2026-06-08,high,"PhysicsX, the physics AI company for industrials, today announced an oversubscribed $300 million Series C financing at a valuation of approximately $2.4 billion.",research_confirmed_pending_human_validation
transition_8daedca3c0b47cc29694c48006f23e70,"Sino Applied Technology Co., Ltd",siat.cc,siat.cc,https://www.linkedin.com/company/siat-tech,3_24_months,later_stage,series_c,2025-05-12,20000000,USD,,https://www.businesswire.com/news/home/20250511242604/en/,company_issued_wire,Business Wire,2025-05-12,high,Zeon will lead a $20 million USD Series C fundraising round in SiAT to support the expansion of its production capacity for single-walled carbon nanotube (SWCNT) conductive paste,research_confirmed_pending_human_validation
transition_8ef1da8b2a917172d30946a86b536da3,"VICTUS Technologies, Inc.",getvictus.ai,getvictus.ai,https://www.linkedin.com/company/victustech,3_24_months,early,seed,2026-03-25,,,,https://www.prnewswire.com/,company_issued_wire,PR Newswire,2026-03-25,high,"VICTUS Technologies, a contested autonomy company, today announced the close of a seed funding round led by Bow Capital, with participation from Techstars, Marque Ventures, 10VC, and Intbox Ventures.",research_confirmed_pending_human_validation
transition_8ef6b6c5fbf396354790e5483aba76ff,Salmon Group Ltd,salmon.ph,salmon.ph,https://www.linkedin.com/company/salmonphilippines,31_90_days,series_b,series_b,2026-04-20,60000000,USD,,https://salmon.ph,company_newsroom,Salmon Group,2026-04-20,medium,Salmon Group today announces a $100 million financing round. The equity component totals $60 million and features prominent US-based venture investors. The round was led by Spice Expeditions.,research_confirmed_pending_human_validation
transition_8fb2063bee89981dcfe7bf3d4d287197,Audion,audion.ai,audion.ai,https://www.linkedin.com/company/audi-on,31_90_days,series_b,series_b,2026-04-27,15000000,USD,,https://www.audion.ai/blog/audion-raises-15-million-to-expand-into-us-and-accelerate-development-of-ai-based-audio-performance-tool,company_newsroom,Audion,2026-04-27,high,"Audion, an AI-powered advertising platform specialising in digital audio, announces $15 million in Series B funding.",research_confirmed_pending_human_validation
transition_91d21a1b1ae4d60c48a1cc49075592c3,HALA,hala.com,hala.com,https://www.linkedin.com/company/halapayments,3_24_months,series_b,series_b,2025-09-15,157000000,USD,,https://www.wamda.com/2025/09/hala-raises-157-million-landmark-series-b-round,investor_announcement,Wamda,2025-09-15,high,"Saudi Arabia-based fintech HALA has raised $157 million in a Series B round. The funding round is led by The Rise Fund, TPG's multi-sector global impact investing strategy, and Sanabil Investments.",research_confirmed_pending_human_validation
transition_920de4bb66716efe03280e72357ca5c7,SolarDew Clean Water B.V.,solardew.com,solardew.com,https://www.linkedin.com/company/solardew,31_90_days,early,seed,2026-06-03,800000,EUR,,https://republic.com/solardew,investor_announcement,Republic Europe,2026-04-24,medium,"SolarDew has been co-funded by the EIC Accelerator and backed by professional investors, securing €800k for the current round.",research_confirmed_pending_human_validation
transition_92d627aff51c7b14643889bfa43e896c,Ora Computing,oracomputing.com,oracomputing.com,https://www.linkedin.com/company/ora-computing,8_30_days,early,seed,2026-06-24,3500000,EUR,,https://xista.com/news/ora-computing-raises-eu3-5m-seed-round-to-build-the-efficiency-layer-of-the-ai-stack,investor_announcement,XISTA Science Ventures,2026-06-24,high,"Ora Computing, a startup specializing in optimizing and compressing AI foundation models, today announced the close of a €3.5 million seed round led by Constructor Capital and Greencode Ventures, with continued backing from foundational investor XISTA Science Ventures.",research_confirmed_pending_human_validation
transition_9301c0556890257d4003f0c7978a4bed,Lilac Agriculture,lilac.ag,lilac.ag,https://www.linkedin.com/company/lilac-agriculture,3_24_months,early,seed,2026-04-09,1679464,USD,,https://www.sec.gov/edgar/browse/?CIK=0002128643,regulatory_filing,U.S. Securities and Exchange Commission,2026-04-09,high,"UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549. FORM D Notice of Exempt Offering of Securities... Name of Issuer: Lilac Agriculture, Inc.",research_confirmed_pending_human_validation
transition_9320047ab6889afbf12562450c85da83,o1.exchange,o1.exchange,o1.exchange,https://www.linkedin.com/company/o1exchange,3_24_months,early,seed,,4800000,USD,,https://o1.exchange,company_newsroom,o1.exchange,2026-06-02,high,"o1.exchange has completed one funding round: Round: Seed. Year: 2025. Amount Raised: $4.8M. Investors: Coinbase Ventures, a16z, AllianceDAO, The House Fund...",research_confirmed_pending_human_validation
transition_9779188141a17102f5d463c2066360b6,Upside,joinupside.com,joinupside.com,https://www.linkedin.com/company/joinupside,8_30_days,series_a,series_a,2026-06-25,20000000,USD,,https://www.prnewswire.com/news-releases/upside-lands-20m-series-a-to-solve-the-us-housing-crisis-for-healthcare-302810401.html,company_issued_wire,PR Newswire,2026-06-25,high,"Upside, the only nationally scalable housing stability platform purpose-built for healthcare, today announced a $20 million Series A.",research_confirmed_pending_human_validation
transition_97a6920d91aab82c4b11893c2749b2e9,Giga,giga.ai,giga.ai,https://www.linkedin.com/company/gigaml,3_24_months,series_a,series_a,2025-11-05,61000000,USD,,https://giga.ai/blog/giga-series-a,company_newsroom,Giga,2025-11-05,high,Giga has raised $61M led by Redpoint. Esha and I started Giga in our college dorm.,research_confirmed_pending_human_validation
transition_9a031cd9f48a9ff98681419b218d487f,Duravent Group,duraventgroup.com,duraventgroup.com,https://www.linkedin.com/company/duraventgroup,3_24_months,later_stage,private_equity,2026-03-18,,,,https://www.baincapital.com/news/,investor_announcement,Bain Capital,2026-03-18,high,Duravent Group today announced it has secured a significant strategic growth investment from Bain Capital. Financial terms of the private investment were not disclosed.,research_confirmed_pending_human_validation
transition_9b2a3f837e7f7f950418700b195c947b,GORGIE,getgorgie.com,getgorgie.com,https://www.linkedin.com/company/gorgie,31_90_days,equity_other,Series A,2025-04-29,24500000,USD,37000000,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF3sUD7HwUIyV8MI-RkEbXpfCtmcIBwJSHeUhoRCJ1Sf4_vNxEcA-M243A7x0r4i9KBrCfzIbJ2s3qQs7xJjAc5U0TPDgrQ_oTsy1M1yT0T1gjcBuTIQJKRsfsEk2tfeQOzNaxTFVr-jU-EL3z0hJ38LRzOqa59j_4DSDi0KvrP-TF9FW0k1E-JM1QVK7-GRaABeEp-9IF8_xl3N5eIRFnpirFK79E06EmuDtVUZb2sUV_A68W5eOGz90qtPMo4GN1xGjT_AuBsro5d0PIGlnJc,company_issued_wire,PR Newswire,2025-04-29,medium,"""GORGIE, the wellness-forward energy drink brand... today announced the close of its $24.5 million Series A funding round, led by Notable Capital... bringing total funding to $37 million since launch.""",research_confirmed_pending_human_validation
transition_9cad2e3dd8b41af0fc2cd294bd4740de,Rune Technologies,runetech.co,runetech.co,https://www.linkedin.com/company/runetech,3_24_months,series_a,series_a,2025-07-21,24000000,USD,,https://www.businesswire.com,company_issued_wire,Business Wire,2025-07-21,high,"""Rune Technologies... today announced $24 million in Series A funding. The round was led by Human Capital with participation from Pax VC and Washington Harbour Partners...""",research_confirmed_pending_human_validation
transition_9cd3510eedb986d939ccb7011d92839b,MAJC✨,majc.ai,majc.ai,https://www.linkedin.com/company/majc,31_90_days,early,,2026-02-23,2000000,USD,,,company_issued_wire,PR Newswire,2026-02-23,medium,"With $2 million in funding, the MAJC platform has three pillars: MAJC Jobs, MAJC Academy, and MAJC Community, each with a unique purpose and design",research_confirmed_pending_human_validation
transition_9d76c7b9d3845540e2197f7c5ab058c4,Netbank,netbank.ph,netbank.ph,https://www.linkedin.com/company/netbank-ph,31_90_days,series_b,series_b,2026-04-22,,,,https://altaraventures.com,investor_announcement,Altara Ventures,2026-04-22,high,Netbank has secured Series B funding led by Altara Ventures to expand its licensed Banking-as-a-Service (BaaS) platform in the Philippines.,research_confirmed_pending_human_validation
transition_9ff4e4eaf0e71bce95aa056325c49fbc,Wingbits,wingbits.com,wingbits.com,https://www.linkedin.com/company/wingbits,3_24_months,early,,,5600000,USD,5600000,https://wingbits.com/about,company_newsroom,Wingbits,,medium,"2024. $5.6 million raised. The team successfully raises a second round of funding led by Borderless Capital and Bullish Capital, bringing total funding to $5.6 million",research_confirmed_pending_human_validation
transition_a06a29322caec9500126fd75d66ea71d,Propsoch,propsoch.com,propsoch.com,https://www.linkedin.com/company/propsoch,31_90_days,early,seed,2026-06-03,2000000,USD,,https://www.rediff.com/,company_issued_wire,PTI (Press Trust of India),2026-06-03,high,"Bengaluru-based real estate consultant Propsoch on Wednesday said it has raised USD 2 million in a seed funding round led by Athera Venture Partners, Sparrow Capital, and Vakil Group.",research_confirmed_pending_human_validation
transition_a0fe94bb827827255fe083a4d6558e2f,MOPP Foods,moppfoods.com,moppfoods.com,https://www.linkedin.com/company/moppfoods,3_24_months,equity_other,corporate_round,2025-03-29,,,,https://www.businesswireindia.com/,company_issued_wire,Business Wire India,2025-03-29,high,"Kouzina Food Tech, a leading Bengaluru-based food platform, has made a strategic investment in MOPP Foods, a fast-growing Delhi-NCR cloud kitchen startup featured on Shark Tank India Season 2.",research_confirmed_pending_human_validation
transition_a1cc62941de964f77e80bee078709fa9,"EnrollHere, Inc.",enrollhere.com,enrollhere.com,https://www.linkedin.com/company/enrollhere,31_90_days,later_stage,,2026-04-20,,,,https://www.aquiline.com/news/enrollhere-inc-announces-investment-from-aquiline-to-advance-technology-for-medicare-advantage-distribution,investor_announcement,Aquiline Capital Partners,2026-04-20,high,"EnrollHere Inc., an AI-powered platform and system of record for insurance distribution, today announced an investment from Aquiline that will help EnrollHere advance technology for Medicare Advantage distribution",research_confirmed_pending_human_validation
transition_a289e789b68a1f364fe990e008d9ee38,Arcee AI,arcee.ai,arcee.ai,https://www.linkedin.com/company/arcee-ai,3_24_months,series_a,series_a,2024-07-16,24000000,USD,,https://www.arcee.ai/blog/our-series-a-julien-simon-joins-the-team-arcee-cloud-goes-live,company_newsroom,Arcee AI,2024-07-17,high,"First, we're proud to announce our $24 million Series A. Emergence Capital led the round, which also included seed investors Long Journey Ventures... and new investor Arcadia Capital.",research_confirmed_pending_human_validation
transition_a5355fc2f3ad39ca87f56442fb2006f1,happyhotel,happyhotel.io,happyhotel.io,https://www.linkedin.com/company/happyhotel,3_24_months,series_a,series_a,2026-02-19,6500000,EUR,,https://happyhotel.io/en/press/,company_newsroom,happyhotel,2026-02-19,high,"happyhotel, the revenue management software for independent hotels and hotel groups across Europe, has successfully closed a €6.5 million Series A funding round.",research_confirmed_pending_human_validation
transition_a53d5e6862e0e98f3f55948dfdcba83f,EMO.energy,emoenergy.in,emoenergy.in,https://www.linkedin.com/company/emoenergy,8_30_days,series_b,pre-Series B,2026-07-10,590000000,INR,,https://gruhas.com,investor_announcement,Gruhas,2026-07-10,high,"Perspective. EMO Energy Secures ₹59 crore in pre-Series B funding. July 10, 2026.",research_confirmed_pending_human_validation
transition_a5ed42bcbf9a0e66caddb96e8ef3d720,knownwell,knownwell.co,knownwell.co,https://www.linkedin.com/company/knownwellhealth,3_24_months,series_b,series_b,2025-10-20,25000000,USD,50000000,https://www.businesswire.com,company_issued_wire,Business Wire,2025-10-20,high,"knownwell, a nationwide leader in obesity medicine and weight-inclusive primary care, today announced $25 million in an oversubscribed, strategic-led financing. The round was led by CVS Health Ventures...",research_confirmed_pending_human_validation
transition_a800ad3989d5afdaf78708b791ba65d1,Nova Sky Stories,novaskystories.com,novaskystories.com,https://www.linkedin.com/company/nova-sky-stories,3_24_months,early,Series B,2025-09-23,50000000,USD,,,company_issued_wire,Business Wire,2025-09-23,high,Nova Sky Stories... announced that Shervin Pishevar... has joined the company's board of directors. Sofreh Capital... led the company's recent $50 million Series B round.,research_confirmed_pending_human_validation
transition_a8396e20a96a1f6b3c96cc84a2642fee,8090 Solutions,8090.ai,8090.ai,https://www.linkedin.com/company/8090solutions,8_30_days,series_a,series_a,2026-06-29,135000000,USD,,https://8090.ai/news/why-we-raised-our-series-a,company_newsroom,8090,2026-06-29,high,"8090 raised $135M in our Series A, led by Salesforce and joined by WNDR, Craft Ventures, The Production Board, and LAUNCH.",research_confirmed_pending_human_validation
transition_a84ceb0520b20c8dcd7bb153e02e2cb4,Cognichip,cognichip.ai,cognichip.ai,https://www.linkedin.com/company/cognichip,3_24_months,series_a,Series A,2026-04-01,60000000,USD,93000000,https://www.cognichip.ai/,company_newsroom,Cognichip,2026-04-01,high,"Cognichip, the company pioneering ACI®... today announced an oversubscribed $60 million Series A financing led by Seligman Ventures... bringing the company's total funding to $93 million.",research_confirmed_pending_human_validation
transition_a866d7a293a198502fac4d1f6b91f0e0,"Dalan Animal Health, Inc.",dalan.com,dalan.com,https://www.linkedin.com/company/dalan-animal-health-inc,3_24_months,early,seed,2025-11-19,3000000,USD,,https://www.prnewswire.com/news-releases/dalan-animal-health-closes-3m-seed-round-via-safe-financing-to-advance-commercialization-of-first-in-class-shrimp-vaccine-and-expand-platform-applications-302309831.html,company_issued_wire,PR Newswire,2025-11-19,high,"Dalan Animal Health, Inc. ... today announced the successful closure of a $3 million SAFE (Simple Agreement for Future Equity) funding round. The round included Good Growth Capital together with Meach Cove Capital",research_confirmed_pending_human_validation
transition_a9f8b9e313f83ddd29d08bc89962d57a,The Pathfinder,drinkthepathfinder.com,drinkthepathfinder.com,https://www.linkedin.com/company/the-pathfinder-spirit,3_24_months,series_b,Series B,2025-09-10,3600000,USD,,https://www.prnewswire.com/news-releases/stoli-group-backs-the-pathfinder-in-36m-raise-accelerating-zero-proof-expansion,company_issued_wire,PR Newswire,2025-09-10,high,"""The Pathfinder, the fermented and distilled non-alcoholic elixir that's redefining the zero-proof spirits category, is pleased to announce it has closed a $3.6 million Series B funding round...""",research_confirmed_pending_human_validation
transition_aa9bc730bd5c6de4bce3d2abf148eabc,Netris,netris.io,netris.io,https://www.linkedin.com/company/netrisio,8_30_days,series_a,Series A,2026-06-25,15000000,USD,,https://www.netris.io/news/,company_newsroom,Netris,2026-06-25,high,"SANTA CLARA, Calif., June 25, 2026 — Netris, the leading provider of network automation and multi-tenancy for AI infrastructure, today announced a $15M Series A round led by Andreessen Horowitz.",research_confirmed_pending_human_validation
transition_aa9ec4e34b3a04462d12077a36348965,3V Infrastructure,3vinfrastructure.com,3vinfrastructure.com,https://www.linkedin.com/company/3v-infrastructure,3_24_months,later_stage,,2024-08-06,40000000,USD,,https://www.businesswire.com/news/home/20240806148380/en/3V-Infrastructure-Launches-to-Expand-Access-to-EV-Charging-and-Accelerate-Widespread-Adoption-of-Electric-Vehicles,company_issued_wire,Business Wire,2024-08-06,high,"The company has secured a commitment of up to $40 million from an affiliate of Greenbacker Capital Management, that provides strategic growth capital to leading energy transition companies.",research_confirmed_pending_human_validation
transition_ab5bd233ff99391c0d36e1b95749670e,ForSight Robotics,forsightrobotics.com,forsightrobotics.com,https://www.linkedin.com/company/forsightrobotics,3_24_months,series_b,Series B,2025-06-24,125000000,USD,195000000,https://forsightrobotics.com,company_newsroom,ForSight Robotics,2025-06-24,high,"ForSight Robotics, the pioneer in ophthalmic robotic surgery, announced today it completed a $125M Series B round, led by Eclipse.",research_confirmed_pending_human_validation
transition_acc4cdb6a53958bb5162ef713791703c,Gradial,gradial.com,gradial.com,https://www.linkedin.com/company/gradialai,8_30_days,later_stage,series_c,2026-06-17,65000000,USD,,https://gradial.com,company_newsroom,Gradial,2026-06-17,high,"Today, we're announcing a $65 million Series C, led by Insight Partners alongside VMG, Madrona, and PruVen, to build on our vision for a system of work for enterprise marketing...",research_confirmed_pending_human_validation
transition_ae83d41281266dbfb1ada0e13bcd0c9a,OpenFX,openfx.com,openfx.com,https://www.linkedin.com/company/openfx,3_24_months,series_a,series_a,2026-03-31,94000000,USD,,https://openfx.com,company_newsroom,OpenFX,2026-03-31,high,"Today, we're announcing $94M in Series A funding led by Accel, Atomico, Lightspeed Faction, M13, Northzone, and Pantera - with support from existing investors Flybridge, and Hash3.",research_confirmed_pending_human_validation
transition_aea62a95da82d0cf14667a2c826a8ea2,Field Materials AI,fieldmaterials.com,fieldmaterials.com,https://www.linkedin.com/company/fieldmaterials,3_24_months,series_a,Series A,2025-04-30T00:00:00Z,10500000,USD,19000000,https://www.prweb.com/,company_issued_wire,PRWeb (PR Newswire),2025-04-30T00:00:00Z,high,"Field Materials, which develops an AI platform for material and equipment procurement in construction, has raised $10.5M in a Series A round, bringing its total funding to nearly $19M.",research_confirmed_pending_human_validation
transition_afbe5c781cc12f2d9c24b5a06b5e76a7,DyFlex Solutions,dyflex.com.au,dyflex.com.au,https://www.linkedin.com/company/dyflex-solutions,3_24_months,later_stage,private_equity,2025-02-07,,,,https://www.fivevcapital.com/news/five-v-invests-in-dyflex,investor_announcement,Five V Capital,2025-02-07,high,"Five V Capital is excited to announce our investment in DyFlex Solutions, Australia's leading independent SAP Platinum Partner.",research_confirmed_pending_human_validation
transition_b0e42c871584e3d1f40ec23ea96a81f0,AcuityMD,acuitymd.com,acuitymd.com,https://www.linkedin.com/company/acuitymd,31_90_days,later_stage,Series C,2026-04-21,80000000,USD,160000000,https://acuitymd.com/news/acuitymd-lands-80-million-in-new-funding-to-fuel-ai-innovation-in-medical-device-medtech-industry,company_newsroom,AcuityMD,2026-04-21,high,"AcuityMD, the AI platform for MedTech, today announced $80 million in new funding... The Series C round was led by existing investor StepStone Group.",research_confirmed_pending_human_validation
transition_b10cdbad7d53e959d6c02d5485f7f39a,株式会社アトム,atom-humanoid.com,atom-humanoid.com,https://www.linkedin.com/company/atom-humanoid,31_90_days,early,seed,2026-05-27,3000000000,JPY,,https://prtimes.jp/,company_issued_wire,PR TIMES,2026-05-27,high,株式会社アトムは...シードラウンドにおいて総額30億円の資金調達を実施したことをお知らせします。,research_confirmed_pending_human_validation
